cert,certNumber,lab,shape,carats,color,clarity,cut,polish,symmetry,flourescence,length,width,depth,cost,depthper,tableper
7292659046,7292659046,GIA,Round,0.7,G,VS1,Excellent,Very Good,Very Good,Faint,5.27,5.34,3.77,1715,0.71,0.56
7292901693,7292901693,GIA,Round,0.5,D,VS1,Very Good,Excellent,Very Good,None,4.97,5,3.2,1240,0.642,0.55
7293048032,7293048032,GIA,Round,1.6,F,VS1,Excellent,Excellent,Excellent,None,7.44,7.46,4.64,14881.6,0.623,0.6
7293251563,7293251563,GIA,Round,0.61,G,VS1,Excellent,Excellent,Excellent,None,5.48,5.5,3.33,1599.42,0.606,0.59
7293650884,7293650884,GIA,Round,1,E,SI2,Excellent,Excellent,Very Good,None,6.33,6.39,3.98,4214,0.626,0.59
7293660375,7293660375,GIA,Round,1.15,G,SI1,Excellent,Excellent,Excellent,None,6.87,6.91,4.06,6042.1,0.589,0.62
7296067782,7296067782,GIA,Round,0.53,F,VS2,Excellent,Excellent,Excellent,None,5.17,5.19,3.21,1301.15,0.62,0.59
7296249613,7296249613,GIA,Round,1.4,D,VS2,Excellent,Excellent,Excellent,None,7.12,7.17,4.43,11627.28,0.619,0.59
7296366453,7296366453,GIA,Round,0.6,D,SI1,Very Good,Very Good,Excellent,Faint,5.27,5.3,3.38,1731.6,0.639,0.58
7296699707,7296699707,GIA,Round,0.62,D,VS2,Excellent,Excellent,Excellent,Medium,5.57,5.59,3.29,1525.7704,0.59,0.6
7296746261,7296746261,GIA,Round,0.7,F,VS2,Excellent,Very Good,Very Good,Faint,5.67,5.72,3.51,2402.4,0.616,0.55
7298076827,7298076827,GIA,Round,1.95,D,VS2,Excellent,Excellent,Excellent,Medium,8.17,8.22,4.81,18829.2,0.587,0.6
7298148897,7298148897,GIA,Round,0.9,F,SI2,Excellent,Excellent,Excellent,None,6.14,6.16,3.84,2790,0.624,0.56
7298252803,7298252803,GIA,Oval,0.91,G,SI1,Very Good,Excellent,Very Good,None,7.78,5.54,3.38,3344.25,0.61,0.57
7298388058,7298388058,GIA,Round,1.4,E,VS2,Excellent,Excellent,Excellent,None,7.11,7.16,4.44,10462.522,0.622,0.58
7298939118,7298939118,GIA,Round,1.08,D,SI2,Excellent,Excellent,Excellent,None,6.54,6.55,4.11,4905.684,0.628,0.57
7301057740,7301057740,GIA,Round,0.5,F,SI1,Excellent,Excellent,Excellent,Faint,5.09,5.11,3.1,1076,0.607,0.61
7301107844,7301107844,GIA,Round,0.52,F,VS1,Excellent,Excellent,Excellent,None,5.13,5.16,3.18,1599,0.619,0.57
7301394109,7301394109,GIA,Round,0.52,H,SI2,Excellent,Excellent,Excellent,None,5.15,5.18,3.17,936,0.613,0.6
7301550567,7301550567,GIA,Round,1.03,E,VS2,Excellent,Excellent,Excellent,None,6.54,6.57,3.91,6674.4,0.597,0.59
7301695976,7301695976,GIA,Round,0.7,G,VS1,Very Good,Excellent,Very Good,None,5.58,5.61,3.53,1859.2,0.63,0.57
7302238332,7302238332,GIA,Round,1.01,G,SI2,Excellent,Excellent,Excellent,Faint,6.4,6.42,4.03,3817.8,0.629,0.56
7302659978,7302659978,GIA,Round,0.6,G,VS2,Excellent,Excellent,Excellent,None,5.36,5.4,3.38,1531.2,0.629,0.59
7303449092,7303449092,GIA,Round,1.1,H,VS2,Excellent,Excellent,Excellent,Faint,6.58,6.62,4.1,5768.4,0.621,0.59
7303495699,7303495699,GIA,Round,0.6,D,VS2,Very Good,Excellent,Excellent,None,5.26,5.29,3.42,1664.4,0.649,0.57
7306320349,7306320349,GIA,Round,1,F,VS2,Excellent,Excellent,Excellent,Faint,6.33,6.37,4,5850,0.63,0.56
7306705211,7306705211,GIA,Round,0.5,F,VS2,Excellent,Excellent,Very Good,None,5.02,5.08,3.15,1235,0.624,0.6
7308150693,7308150693,GIA,Round,0.67,H,SI1,Excellent,Excellent,Excellent,None,5.61,5.65,3.44,1720.56,0.61,0.61
7308316382,7308316382,GIA,Round,0.87,E,SI2,Excellent,Excellent,Excellent,Faint,6.13,6.16,3.74,2454.27,0.608,0.6
7308505106,7308505106,GIA,Round,0.5,G,SI2,Excellent,Excellent,Excellent,Faint,5.05,5.08,3.17,894.4,0.625,0.58
7308682869,7308682869,GIA,Round,0.8,H,SI2,Excellent,Excellent,Excellent,None,5.98,6.01,3.67,1912,0.612,0.6
7308751787,7308751787,GIA,Round,0.8,E,VS2,Excellent,Very Good,Very Good,Strong,5.89,5.94,3.72,2579.2,0.628,0.57
7308777542,7308777542,GIA,Round,0.8,F,SI2,Very Good,Very Good,Very Good,None,5.86,5.89,3.75,2034.4,0.638,0.54
